class_tag,matched_tasks,preference_agreement_rate,all_diagnostic_agreement_rate,existence_both_agreement_rate,appearance_both_agreement_rate,interaction_both_agreement_rate,a_existence_agreement_rate,a_appearance_agreement_rate,a_interaction_agreement_rate,b_existence_agreement_rate,b_appearance_agreement_rate,b_interaction_agreement_rate
no_interaction_no_occlusion,19967,0.9527219912856213,0.45214604096759653,0.8832072920318526,0.6868332749035909,0.6920919517203385,0.9392998447438273,0.8035759002353884,0.7581008664296088,0.9371963740171283,0.864426303400611,0.9140581960234386
occlusion_interaction,19919,0.9720367488327727,0.5101661730006526,0.8951754606154927,0.719263015211607,0.7660023093528792,0.9509011496561073,0.8108840805261308,0.8125909935237713,0.9410612982579447,0.8944726140870526,0.946031427280486
occlusion_no_interaction,19966,0.9277772212761695,0.4238204948412301,0.8944706000200341,0.662826805569468,0.6996393869578283,0.9260743263548031,0.7812280877491736,0.7377040969648402,0.9659921867174196,0.8492937994590805,0.942051487528799
